Lexp;Cen.;Doc.venda;Material;Cluster produto;Segmento produto certo; Quantidade da Remessa (Peso Bruto) ;Numero da Remessa;No.OT;Transportadora;Tipo de Veículo;Itin.;Itinerário OV;EmissorOrd;Motivo Carga Urgente TD;KM Rodado;Incoterm;Valor Individual (R$);Local TD;UF Origem;Transportador TD;Produto TD;Segmento TB;Segmento+Gases;Macro-Segmento;Cliente TD;Cidade TD;Base (Cliente - Cidade);UF Cliente;Planta/Cliente/Terminal;Rota;Tipo de Venda TD;Mês;Mês TD;ANO;Data;Região Destino;Dia da Semana;Pool Transportadora;Veículo Detalhado;Veículo;Tipo de Rota;Código Share;% Share Contrato;Frete Contrato (R$/t);Frete por Viagem (R$);Volume Limite Mês (kg);Business;segmento;Cluster;Business - Cluster;Limite de Cargas Urgentes (Mês);Data Criação SML;Status SML;SML;Tecnologia;Placa Cavalo;Placa Carreta;Ultimo status SML;Prioridade (Hermes);Data/Hora de Agendamento;Chegada na Origem;Status da Chegada na Origem;Delta (Real-Agendado) h;Franquia do Produto-Expedição;Saída da Origem;Status da Saída na Origem;Excedente/Restante Franquia Carga (h);Tipo de Atraso Carga;Horário Nota Fiscal;Delta (Saída-NF) min;Status CTE;Permanência Origem (h);Previsão de Entrega;Previsão Entrega (Início);Previsão Entrega (Fim);Chegada no Destino;Delta (Chegada-Previsão);On Time Delivery (OTD);Tipo de Chegada (Cliente);Saída do Destino;Permanência no Destino (h);Franquia Descarga;Sobreestadia (h);Presença de Sobreestadia;Tarifa Sobreestadia;Valor Sobreestadia;Grau da Espera;Responsável (Inválida);Tempo Operação;Ilha Produto;Turno;Ilha Segmento;Tempo Teórico Carregamento;Tempo Teórico Carregamento(h);Tempo de Carregamento E-track (hrs);Tempo de Descarga E-track (hrs);Tempo de Carga GTG (hrs);Meta Tempo de Carga GTG (hrs); Distância;UMD;Fim da Validade;ZFRE;Transit Time;Should Cost;Origem;origem latitude;origem longitude;Destino;destino latitude;destino longitude
E020;SP22;50478141;P531C3;Combustíveis;V&S;14.367,90;805082476;103844313;301103;VANLIQ-CIF;BR6987;BR6987       ;1000016067;;453;CIF;R$1.926,61;Q3 CK;SP;Contatto;C3-GLP (Propano/Butano);Combustíveis;Gases;Químicos;Ultragaz;Barueri;Ultragaz - Barueri;SP;Cliente;Santo André (SP) - Barueri;Venda;3;Mar;2020;3/14/2020;Sudeste;Sábado;BID 2019;Bitrem/Vanderleia;Bitrem/Vanderleia;Regular;7-A;100%;R$118,00;R$0,00;1.400.000;Combustíveis;COMBUSTÍVEIS;Business Focus;Combustíveis - Business Focus;0;13/03/2020;Válida;17260531;SIGhRA;EFO9527;AXH3988;;Reativo;3/14/2020;3/14/2020;ADIANTADO;1:24;2:00;3/14/2020;Excedente;0:19;;14/03/2020 09:09;0:40;;2,32;15/03/2020 das 00:00 às 23:59;3/15/2020;3/15/2020;3/14/2020;-31,57;ADIANTADO;Fora da data de entrega;3/14/2020;2,417777779;5;0;Sem Sobreestadia;;;0 a 5h;;11,31666667;Q3 CK - C3-GLP (Propano/Butano);Manhã;Q3 CK - Gases;4:00;;3,75;2,416666667;3,083333333;3,54;49;KM;;;;;SANTO ANDRE;-23,6737;-46,5432;BARUERI;-23,5057;-46,879
E020;SP22;50486731;P531C3;Combustíveis;V&S;10.620,49;805084038;103844629;301103;VANLIQ-CIF;BR6987;BR6987       ;1000010427;;453;CIF;R$1.424,05;Q3 CK;SP;Contatto;C3-GLP (Propano/Butano);Combustíveis;Gases;Químicos;Consigaz;Barueri;Consigaz - Barueri;SP;Cliente;Santo André (SP) - Barueri;Venda;3;Mar;2020;3/14/2020;Sudeste;Sábado;BID 2019;Bitrem/Vanderleia;Bitrem/Vanderleia;Regular;7-A;100%;R$118,00;R$0,00;1.400.000;Combustíveis;COMBUSTÍVEIS;High Potential;Combustíveis - High Potential;0;13/03/2020;Válida;17262012;SIGhRA;OVC5382;AXH3989;;Reativo;3/14/2020;3/14/2020;ADIANTADO;1:49;2:00;3/14/2020;Excedente;0:19;;14/03/2020 10:57;0:22;;2,32;15/03/2020 das 00:00 às 23:59;3/15/2020;3/15/2020;3/14/2020;-34,22;ADIANTADO;Fora da data de entrega;3/14/2020;1,753888889;5;0;Sem Sobreestadia;;;0 a 5h;;6,5;Q3 CK - C3-GLP (Propano/Butano);Manhã;Q3 CK - Gases;4:00;;4,166666667;1,75;4,033333333;3,54;49;KM;;;;;SANTO ANDRE;-23,6737;-46,5432;BARUERI;-23,5057;-46,879
E020;SP22;50486731;P531C3;Combustíveis;V&S;17.519,51;805084037;103844629;301103;VANLIQ-CIF;BR6987;BR6987       ;1000010427;;453;CIF;R$2.349,27;Q3 CK;SP;Contatto;C3-GLP (Propano/Butano);Combustíveis;Gases;Químicos;Consigaz;Barueri;Consigaz - Barueri;SP;Cliente;Santo André (SP) - Barueri;Venda;3;Mar;2020;3/14/2020;Sudeste;Sábado;BID 2019;Bitrem/Vanderleia;Bitrem/Vanderleia;Regular;7-A;100%;R$118,00;R$0,00;1.400.000;Combustíveis;COMBUSTÍVEIS;High Potential;Combustíveis - High Potential;0;13/03/2020;Válida;17262012;SIGhRA;OVC5382;AXH3989;;Reativo;3/14/2020;3/14/2020;ADIANTADO;1:49;2:00;3/14/2020;Excedente;0:19;;14/03/2020 10:57;0:22;;2,32;15/03/2020 das 00:00 às 23:59;3/15/2020;3/15/2020;3/14/2020;-34,22;ADIANTADO;Fora da data de entrega;3/14/2020;1,753888889;5;0;Sem Sobreestadia;;;0 a 5h;;6,5;Q3 CK - C3-GLP (Propano/Butano);Manhã;Q3 CK - Gases;4:00;;4,166666667;1,75;4,033333333;3,54;49;KM;;;;;SANTO ANDRE;-23,6737;-46,5432;BARUERI;-23,5057;-46,879
E246;SP25;50447912;P502;Especialidades;V&S;18.800,00;805084940;103844953;301495;GRANEL-EXP;BR4425;MEQ198       ;3000015955;;10;CIF;R$1.528,01;TEQUIMAR SP;SP;Álamo;Tetrâmero;Petroquímicos;Petroquímicos;Químicos;Biesterfeld;Santos;Biesterfeld - Santos;SP;Cliente;Santos - Santos;Venda;3;Mar;2020;3/14/2020;Sudeste;Sábado;BID 2019;Truck;Truck;Regular;153-A;100%;;R$1.482,17;500.000;;ESPECIALIDADES;;;0;13/03/2020;Válida;17263483;Sascar;FWT7268;BSG2241;;Reativo;3/14/2020;3/14/2020;NO PRAZO;0:05;2:00;3/14/2020;Excedente;3:39;; ; ;;5,65;16/03/2020 das 00:00 às 23:59;3/16/2020;3/16/2020;3/14/2020;-54,97;ADIANTADO;Fora da data de entrega;3/16/2020;47,98333333;5;0;Sem Sobreestadia;;;0 a 5h;;53,9;TEQUIMAR SP - Tetrâmero;Manhã;TEQUIMAR SP - Petroquímicos;2:30;;5,666666667;47,98333333;;3,51;20;KM;;;;;SANTOS;-23,9535;-46,335;SANTOS;-23,9535;-46,335
E246;SP25;50447912;P502;Especialidades;V&S;17.960,00;805084941;103844954;301495;GRANEL-EXP;BR4425;MEQ198       ;3000015955;;10;CIF;R$1.528,01;TEQUIMAR SP;SP;Álamo;Tetrâmero;Petroquímicos;Petroquímicos;Químicos;Biesterfeld;Santos;Biesterfeld - Santos;SP;Cliente;Santos - Santos;Venda;3;Mar;2020;3/14/2020;Sudeste;Sábado;BID 2019;Truck;Truck;Regular;153-A;100%;;R$1.482,17;500.000;;ESPECIALIDADES;;;0;13/03/2020;Válida;17263484;Sascar;DVS1538;CUA7218;;Reativo;3/14/2020;3/14/2020;ATRASADO;0:30;2:00;3/14/2020;Excedente;9:54;;14/03/2020 15:09;2:16;;11,9;14/03/2020 das 00:00 às 23:59;3/14/2020;3/14/2020;3/14/2020;-6,4;NO PRAZO; ;3/17/2020;59,51694444;5;0;Sem Sobreestadia;;;0 a 5h;;71,58333333;TEQUIMAR SP - Tetrâmero;Manhã;TEQUIMAR SP - Petroquímicos;2:30;;11,91666667;59,51666667;;3,51;20;KM;;;;;SANTOS;-23,9535;-46,335;SANTOS;-23,9535;-46,335
E020;SP22;50478170;P531C3;Combustíveis;V&S;12.216,06;805082486;103844316;301103;VANLIQ-CIF;BR6987;BR6987       ;1000016067;;453;CIF;R$1.638,06;Q3 CK;SP;Contatto;C3-GLP (Propano/Butano);Combustíveis;Gases;Químicos;Ultragaz;Barueri;Ultragaz - Barueri;SP;Cliente;Santo André (SP) - Barueri;Venda;3;Mar;2020;3/16/2020;Sudeste;2ª Feira;BID 2019;Bitrem/Vanderleia;Bitrem/Vanderleia;Regular;7-A;100%;R$118,00;R$0,00;1.400.000;Combustíveis;COMBUSTÍVEIS;Business Focus;Combustíveis - Business Focus;0;13/03/2020;Válida;17260544;SIGhRA;EFO9527;AXH3988;;Reativo;3/16/2020;3/16/2020;ADIANTADO;0:19;2:00;3/16/2020;Excedente;2:15;;16/03/2020 13:59;0:46;;4,25;17/03/2020 das 00:00 às 23:59;3/17/2020;3/17/2020;3/16/2020;-31,4;ADIANTADO;Fora da data de entrega;3/16/2020;2,595;5;0;Sem Sobreestadia;;;0 a 5h;;8,666666667;Q3 CK - C3-GLP (Propano/Butano);Manhã;Q3 CK - Gases;4:00;;4,6;2,583333333;4,033333333;3,54;49;KM;;;;;SANTO ANDRE;-23,6737;-46,5432;BARUERI;-23,5057;-46,879
E020;SP22;50478170;P531C3;Combustíveis;V&S;14.313,94;805082485;103844316;301103;VANLIQ-CIF;BR6987;BR6987       ;1000016067;;453;CIF;R$1.919,37;Q3 CK;SP;Contatto;C3-GLP (Propano/Butano);Combustíveis;Gases;Químicos;Ultragaz;Barueri;Ultragaz - Barueri;SP;Cliente;Santo André (SP) - Barueri;Venda;3;Mar;2020;3/16/2020;Sudeste;2ª Feira;BID 2019;Bitrem/Vanderleia;Bitrem/Vanderleia;Regular;7-A;100%;R$118,00;R$0,00;1.400.000;Combustíveis;COMBUSTÍVEIS;Business Focus;Combustíveis - Business Focus;0;13/03/2020;Válida;17260544;SIGhRA;EFO9527;AXH3988;;Reativo;3/16/2020;3/16/2020;ADIANTADO;0:19;2:00;3/16/2020;Excedente;2:15;;16/03/2020 13:59;0:46;;4,25;17/03/2020 das 00:00 às 23:59;3/17/2020;3/17/2020;3/16/2020;-31,4;ADIANTADO;Fora da data de entrega;3/16/2020;2,595;5;0;Sem Sobreestadia;;;0 a 5h;;8,666666667;Q3 CK - C3-GLP (Propano/Butano);Manhã;Q3 CK - Gases;4:00;;4,6;2,583333333;4,033333333;3,54;49;KM;;;;;SANTO ANDRE;-23,6737;-46,5432;BARUERI;-23,5057;-46,879
E020;SP22;50531511;P531C3;Combustíveis;V&S;9.592,46;805167259;103858377;304141;VANLIQ-ALU;BR6987;BR6987       ;1000010427;;453;CIF;R$338,11;Q3 CK;SP;IC;C3-GLP (Propano/Butano);Combustíveis;Gases;Químicos;Consigaz;Barueri;Consigaz - Barueri;SP;Cliente;Santo André (SP) - Barueri;Venda;4;Abr;2020;4/14/2020;Sudeste;3ª Feira;BID 2019;Bitrem/Vanderleia Dedicado;Bitrem/Vanderleia;Rota Não Encontrada;Rota Não Encontrada;0%;R$0,00;R$0,00;0;Combustíveis;COMBUSTÍVEIS;High Potential;Combustíveis - High Potential;0;13/04/2020;Válida;17510581;SIGhRA;EZU2544;FQH8249;FINALIZADO;Reativo;4/14/2020;4/14/2020;ADIANTADO;0:35;2:00;4/14/2020;Excedente;1:28;;14/04/2020 16:00;0:58;ATRASADO;3,47;15/04/2020 das 06:00 às 21:40;4/15/2020;4/15/2020;4/15/2020;1,16;NO PRAZO; ;4/15/2020;1,163333333;5;0;Sem Sobreestadia; ; ;0 a 5h;;18,81666667;Q3 CK - C3-GLP (Propano/Butano);Manhã;Q3 CK - Gases;4:00;;4,083333333;1,166666667;3,7;3,54;49;KM;;;;;SANTO ANDRE;-23,6737;-46,5432;BARUERI;-23,5057;-46,879
E020;SP22;50531511;P531C3;Combustíveis;V&S;15.857,54;805167260;103858377;304141;VANLIQ-ALU;BR6987;BR6987       ;1000010427;;453;CIF;R$559,00;Q3 CK;SP;IC;C3-GLP (Propano/Butano);Combustíveis;Gases;Químicos;Consigaz;Barueri;Consigaz - Barueri;SP;Cliente;Santo André (SP) - Barueri;Venda;4;Abr;2020;4/14/2020;Sudeste;3ª Feira;BID 2019;Bitrem/Vanderleia Dedicado;Bitrem/Vanderleia;Rota Não Encontrada;Rota Não Encontrada;0%;R$0,00;R$0,00;0;Combustíveis;COMBUSTÍVEIS;High Potential;Combustíveis - High Potential;0;13/04/2020;Válida;17510581;SIGhRA;EZU2544;FQH8249;FINALIZADO;Reativo;4/14/2020;4/14/2020;ADIANTADO;0:35;2:00;4/14/2020;Excedente;1:28;;14/04/2020 16:00;0:58;ATRASADO;3,47;15/04/2020 das 06:00 às 21:40;4/15/2020;4/15/2020;4/15/2020;1,16;NO PRAZO; ;4/15/2020;1,163333333;5;0;Sem Sobreestadia; ; ;0 a 5h;;18,81666667;Q3 CK - C3-GLP (Propano/Butano);Manhã;Q3 CK - Gases;4:00;;4,083333333;1,166666667;3,7;3,54;49;KM;;;;;SANTO ANDRE;-23,6737;-46,5432;BARUERI;-23,5057;-46,879
E020;SP22;50531531;P531C3;Combustíveis;V&S;13.060,44;805167262;103858378;301103;VANLIQ-CIF;BR6987;BR6987       ;1000016067;;453;CIF;R$1.751,22;Q3 CK;SP;Contatto;C3-GLP (Propano/Butano);Combustíveis;Gases;Químicos;Ultragaz;Barueri;Ultragaz - Barueri;SP;Cliente;Santo André (SP) - Barueri;Venda;4;Abr;2020;4/14/2020;Sudeste;3ª Feira;BID 2019;Bitrem/Vanderleia;Bitrem/Vanderleia;Regular;7-A;100%;R$118,00;R$0,00;1.400.000;Combustíveis;COMBUSTÍVEIS;Business Focus;Combustíveis - Business Focus;0;13/04/2020;Válida;17510582;SIGhRA;GEQ4F82;AXH3989;FINALIZADO;Reativo;4/14/2020;4/14/2020;ATRASADO;1:45;2:00;4/14/2020;Excedente;2:40;;14/04/2020 12:04;1:51;ATRASADO;4,67;15/04/2020 das 00:00 às 23:59;4/15/2020;4/15/2020;4/14/2020;-7,79;ADIANTADO;Fora da data de entrega;4/14/2020;1,878888888;5;0;Sem Sobreestadia; ; ;0 a 5h;;8,85;Q3 CK - C3-GLP (Propano/Butano);Manhã;Q3 CK - Gases;4:00;;4,683333333;1,883333333;4,733333333;3,54;49;KM;;;;;SANTO ANDRE;-23,6737;-46,5432;BARUERI;-23,5057;-46,879
E020;SP22;50531531;P531C3;Combustíveis;V&S;15.139,57;805167263;103858378;301103;VANLIQ-CIF;BR6987;BR6987       ;1000016067;;453;CIF;R$2.030,14;Q3 CK;SP;Contatto;C3-GLP (Propano/Butano);Combustíveis;Gases;Químicos;Ultragaz;Barueri;Ultragaz - Barueri;SP;Cliente;Santo André (SP) - Barueri;Venda;4;Abr;2020;4/14/2020;Sudeste;3ª Feira;BID 2019;Bitrem/Vanderleia;Bitrem/Vanderleia;Regular;7-A;100%;R$118,00;R$0,00;1.400.000;Combustíveis;COMBUSTÍVEIS;Business Focus;Combustíveis - Business Focus;0;13/04/2020;Válida;17510582;SIGhRA;GEQ4F82;AXH3989;FINALIZADO;Reativo;4/14/2020;4/14/2020;ATRASADO;1:45;2:00;4/14/2020;Excedente;2:40;;14/04/2020 12:04;1:51;ATRASADO;4,67;15/04/2020 das 00:00 às 23:59;4/15/2020;4/15/2020;4/14/2020;-7,79;ADIANTADO;Fora da data de entrega;4/14/2020;1,878888888;5;0;Sem Sobreestadia; ; ;0 a 5h;;8,85;Q3 CK - C3-GLP (Propano/Butano);Manhã;Q3 CK - Gases;4:00;;4,683333333;1,883333333;4,733333333;3,54;49;KM;;;;;SANTO ANDRE;-23,6737;-46,5432;BARUERI;-23,5057;-46,879
E001;BA01;50572716;P531C4;Combustíveis;V&S;4.271,89;805242819;103871768;304638;VANLIQ-CIF;BR0889;BR0889       ;1000000312;Crédito;57;CIF;R$498,03;Q1;BA;Brucker (ALP);C4-GLP (Propano/Butano);Combustíveis;Gases;Químicos;Bahiana;São Francisco do Conde;Bahiana - São Francisco do Conde;BA;Cliente;Camaçari - São Francisco do Conde;Venda;5;Mai;2020;5/13/2020;Nordeste;4ª Feira;BID 2019;Bitrem/Vanderleia;Bitrem/Vanderleia;Rota Não Encontrada;Rota Não Encontrada;0%;R$0,00;R$0,00;0;;COMBUSTÍVEIS;;;0;13/05/2020;Válida;17747331;Sascar;IXK3978;IWG5793;FINALIZADO;Reativo;5/13/2020;5/13/2020;ADIANTADO;1:58;4:00;5/13/2020;No Prazo; ;;13/05/2020 18:02;1:37;ATRASADO;3,65;14/05/2020 das 00:00 às 23:59;5/14/2020;5/14/2020;5/13/2020;-3,28;ADIANTADO;Fora da data de entrega;5/13/2020;2,743888889;5;0;Sem Sobreestadia; ; ;0 a 5h;;7,45;Q1 - C4-GLP (Propano/Butano);Tarde;Q1 - Gases;4:00;;5,633333333;2,733333333;5,833333333;3,64;44;KM;;;;;CAMACARI;-12,6996;-38,3263;SAO FRANCISCO DO CONDE;-21,6551;-41,756
E001;BA01;50572716;P531C4;Combustíveis;V&S;23.658,11;805242820;103871768;304638;VANLIQ-CIF;BR0889;BR0889       ;1000000312;Crédito;57;CIF;R$2.758,05;Q1;BA;Brucker (ALP);C4-GLP (Propano/Butano);Combustíveis;Gases;Químicos;Bahiana;São Francisco do Conde;Bahiana - São Francisco do Conde;BA;Cliente;Camaçari - São Francisco do Conde;Venda;5;Mai;2020;5/13/2020;Nordeste;4ª Feira;BID 2019;Bitrem/Vanderleia;Bitrem/Vanderleia;Rota Não Encontrada;Rota Não Encontrada;0%;R$0,00;R$0,00;0;;COMBUSTÍVEIS;;;0;13/05/2020;Válida;17747331;Sascar;IXK3978;IWG5793;FINALIZADO;Reativo;5/13/2020;5/13/2020;ADIANTADO;1:58;4:00;5/13/2020;No Prazo; ;;13/05/2020 18:02;1:37;ATRASADO;3,65;14/05/2020 das 00:00 às 23:59;5/14/2020;5/14/2020;5/13/2020;-3,28;ADIANTADO;Fora da data de entrega;5/13/2020;2,743888889;5;0;Sem Sobreestadia; ; ;0 a 5h;;7,45;Q1 - C4-GLP (Propano/Butano);Tarde;Q1 - Gases;4:00;;5,633333333;2,733333333;5,833333333;3,64;44;KM;;;;;CAMACARI;-12,6996;-38,3263;SAO FRANCISCO DO CONDE;-21,6551;-41,756
E001;BA01;50572725;P531C4;Combustíveis;V&S;4.186,24;805242821;103871769;304879;VANLIQ-CIF;BR0889;BR0889       ;1000000312;Crédito;57;CIF;R$488,00;Q1;BA;Bessega (ALP);C4-GLP (Propano/Butano);Combustíveis;Gases;Químicos;Bahiana;São Francisco do Conde;Bahiana - São Francisco do Conde;BA;Cliente;Camaçari - São Francisco do Conde;Venda;5;Mai;2020;5/13/2020;Nordeste;4ª Feira;BID 2019;Bitrem/Vanderleia;Bitrem/Vanderleia;Rota Não Encontrada;Rota Não Encontrada;0%;R$0,00;R$0,00;0;;COMBUSTÍVEIS;;;0;13/05/2020;Válida;17747336;Sascar;IXP1926;IWJ4585;FINALIZADO;Reativo;5/13/2020;5/13/2020;NO PRAZO;0:11;4:00;5/13/2020;Excedente;1:35;;13/05/2020 14:51;2:33;ATRASADO;5,58;14/05/2020 das 00:00 às 23:59;5/14/2020;5/14/2020;5/13/2020;-5,69;ADIANTADO;Fora da data de entrega;5/13/2020;3,168333334;5;0;Sem Sobreestadia; ; ;0 a 5h;;9,466666667;Q1 - C4-GLP (Propano/Butano);Manhã;Q1 - Gases;4:00;;5,6;3,166666667;5,383333333;3,64;44;KM;;;;;CAMACARI;-12,6996;-38,3263;SAO FRANCISCO DO CONDE;-21,6551;-41,756
E001;BA01;50572725;P531C4;Combustíveis;V&S;23.183,76;805242822;103871769;304879;VANLIQ-CIF;BR0889;BR0889       ;1000000312;Crédito;57;CIF;R$2.702,79;Q1;BA;Bessega (ALP);C4-GLP (Propano/Butano);Combustíveis;Gases;Químicos;Bahiana;São Francisco do Conde;Bahiana - São Francisco do Conde;BA;Cliente;Camaçari - São Francisco do Conde;Venda;5;Mai;2020;5/13/2020;Nordeste;4ª Feira;BID 2019;Bitrem/Vanderleia;Bitrem/Vanderleia;Rota Não Encontrada;Rota Não Encontrada;0%;R$0,00;R$0,00;0;;COMBUSTÍVEIS;;;0;13/05/2020;Válida;17747336;Sascar;IXP1926;IWJ4585;FINALIZADO;Reativo;5/13/2020;5/13/2020;NO PRAZO;0:11;4:00;5/13/2020;Excedente;1:35;;13/05/2020 14:51;2:33;ATRASADO;5,58;14/05/2020 das 00:00 às 23:59;5/14/2020;5/14/2020;5/13/2020;-5,69;ADIANTADO;Fora da data de entrega;5/13/2020;3,168333334;5;0;Sem Sobreestadia; ; ;0 a 5h;;9,466666667;Q1 - C4-GLP (Propano/Butano);Manhã;Q1 - Gases;4:00;;5,6;3,166666667;5,383333333;3,64;44;KM;;;;;CAMACARI;-12,6996;-38,3263;SAO FRANCISCO DO CONDE;-21,6551;-41,756
E001;BA01;50572771;P531C4;Combustíveis;V&S;4.114,36;805242825;103871770;304879;VANLIQ-CIF;BR0889;BR0889       ;1000000312;Crédito;57;CIF;R$479,61;Q1;BA;Bessega (ALP);C4-GLP (Propano/Butano);Combustíveis;Gases;Químicos;Bahiana;São Francisco do Conde;Bahiana - São Francisco do Conde;BA;Cliente;Camaçari - São Francisco do Conde;Venda;5;Mai;2020;5/13/2020;Nordeste;4ª Feira;BID 2019;Bitrem/Vanderleia;Bitrem/Vanderleia;Rota Não Encontrada;Rota Não Encontrada;0%;R$0,00;R$0,00;0;;COMBUSTÍVEIS;;;0;13/05/2020;Válida;17747338;Sascar;IXP1897;IWN5324;FINALIZADO;Reativo;5/13/2020;5/13/2020;ADIANTADO;0:55;4:00;5/13/2020;No Prazo; ;;13/05/2020 16:27;1:07;ATRASADO;3,57;14/05/2020 das 00:00 às 23:59;5/14/2020;5/14/2020;5/13/2020;-5,67;ADIANTADO;Fora da data de entrega;5/13/2020;4,155833333;5;0;Sem Sobreestadia; ; ;0 a 5h;;8,483333333;Q1 - C4-GLP (Propano/Butano);Tarde;Q1 - Gases;4:00;;4,5;4,166666667;4,116666667;3,64;44;KM;;;;;CAMACARI;-12,6996;-38,3263;SAO FRANCISCO DO CONDE;-21,6551;-41,756
E001;BA01;50572771;P531C4;Combustíveis;V&S;22.785,65;805242826;103871770;304879;VANLIQ-CIF;BR0889;BR0889       ;1000000312;Crédito;57;CIF;R$2.656,39;Q1;BA;Bessega (ALP);C4-GLP (Propano/Butano);Combustíveis;Gases;Químicos;Bahiana;São Francisco do Conde;Bahiana - São Francisco do Conde;BA;Cliente;Camaçari - São Francisco do Conde;Venda;5;Mai;2020;5/13/2020;Nordeste;4ª Feira;BID 2019;Bitrem/Vanderleia;Bitrem/Vanderleia;Rota Não Encontrada;Rota Não Encontrada;0%;R$0,00;R$0,00;0;;COMBUSTÍVEIS;;;0;13/05/2020;Válida;17747338;Sascar;IXP1897;IWN5324;FINALIZADO;Reativo;5/13/2020;5/13/2020;ADIANTADO;0:55;4:00;5/13/2020;No Prazo; ;;13/05/2020 16:27;1:07;ATRASADO;3,57;14/05/2020 das 00:00 às 23:59;5/14/2020;5/14/2020;5/13/2020;-5,67;ADIANTADO;Fora da data de entrega;5/13/2020;4,155833333;5;0;Sem Sobreestadia; ; ;0 a 5h;;8,483333333;Q1 - C4-GLP (Propano/Butano);Tarde;Q1 - Gases;4:00;;4,5;4,166666667;4,116666667;3,64;44;KM;;;;;CAMACARI;-12,6996;-38,3263;SAO FRANCISCO DO CONDE;-21,6551;-41,756
E001;BA01;50572787;P531C4;Combustíveis;V&S;4.221,42;805242827;103871771;304879;VANLIQ-CIF;BR0889;BR0889       ;1000000312;Crédito;57;CIF;R$492,08;Q1;BA;Bessega (ALP);C4-GLP (Propano/Butano);Combustíveis;Gases;Químicos;Bahiana;São Francisco do Conde;Bahiana - São Francisco do Conde;BA;Cliente;Camaçari - São Francisco do Conde;Venda;5;Mai;2020;5/13/2020;Nordeste;4ª Feira;BID 2019;Bitrem/Vanderleia;Bitrem/Vanderleia;Rota Não Encontrada;Rota Não Encontrada;0%;R$0,00;R$0,00;0;;COMBUSTÍVEIS;;;0;13/05/2020;Válida;17747339;Sascar;IXN0861;IXN6300;FINALIZADO;Reativo;5/13/2020;5/13/2020;ADIANTADO;0:25;4:00;5/13/2020;No Prazo; ;;13/05/2020 19:40;0:48;ATRASADO;2,47;14/05/2020 das 00:00 às 23:59;5/14/2020;5/14/2020;5/13/2020;-2,69;ADIANTADO;Fora da data de entrega;5/14/2020;2,837777777;5;0;Sem Sobreestadia; ; ;0 a 5h;;6,133333333;Q1 - C4-GLP (Propano/Butano);Tarde;Q1 - Gases;4:00;;2,9;2,833333333;2,233333333;3,64;44;KM;;;;;CAMACARI;-12,6996;-38,3263;SAO FRANCISCO DO CONDE;-21,6551;-41,756
E001;BA01;50572787;P531C4;Combustíveis;V&S;23.378,58;805242829;103871771;304879;VANLIQ-CIF;BR0889;BR0889       ;1000000312;Crédito;57;CIF;R$2.725,53;Q1;BA;Bessega (ALP);C4-GLP (Propano/Butano);Combustíveis;Gases;Químicos;Bahiana;São Francisco do Conde;Bahiana - São Francisco do Conde;BA;Cliente;Camaçari - São Francisco do Conde;Venda;5;Mai;2020;5/13/2020;Nordeste;4ª Feira;BID 2019;Bitrem/Vanderleia;Bitrem/Vanderleia;Rota Não Encontrada;Rota Não Encontrada;0%;R$0,00;R$0,00;0;;COMBUSTÍVEIS;;;0;13/05/2020;Válida;17747339;Sascar;IXN0861;IXN6300;FINALIZADO;Reativo;5/13/2020;5/13/2020;ADIANTADO;0:25;4:00;5/13/2020;No Prazo; ;;13/05/2020 19:40;0:48;ATRASADO;2,47;14/05/2020 das 00:00 às 23:59;5/14/2020;5/14/2020;5/13/2020;-2,69;ADIANTADO;Fora da data de entrega;5/14/2020;2,837777777;5;0;Sem Sobreestadia; ; ;0 a 5h;;6,133333333;Q1 - C4-GLP (Propano/Butano);Tarde;Q1 - Gases;4:00;;2,9;2,833333333;2,233333333;3,64;44;KM;;;;;CAMACARI;-12,6996;-38,3263;SAO FRANCISCO DO CONDE;-21,6551;-41,756
E020;SP22;50575823;P531C3;Combustíveis;V&S;9.990,72;805244321;103871991;301103;VANLIQ-CIF;BR6987;BR6987       ;1000010427;;453;CIF;R$1.339,71;Q3 CK;SP;Contatto;C3-GLP (Propano/Butano);Combustíveis;Gases;Químicos;Consigaz;Barueri;Consigaz - Barueri;SP;Cliente;Santo André (SP) - Barueri;Venda;5;Mai;2020;5/14/2020;Sudeste;5ª Feira;BID 2019;Bitrem/Vanderleia;Bitrem/Vanderleia;Regular;7-A;100%;R$118,00;R$0,00;1.400.000;Combustíveis;COMBUSTÍVEIS;High Potential;Combustíveis - High Potential;0;13/05/2020;Válida;17749087;SIGhRA;PJR0867;OVQ0034;FINALIZADO;Reativo;5/14/2020;5/14/2020;ADIANTADO;1:55;4:00;5/14/2020;No Prazo; ;;14/05/2020 14:24;1:16;ATRASADO;2,17;15/05/2020 das 06:00 às 21:40;5/15/2020;5/15/2020;5/14/2020;-12,35;ADIANTADO;Fora da data de entrega;5/14/2020;2,293611113;5;0;Sem Sobreestadia; ; ;0 a 5h;;6,433333333;Q3 CK - C3-GLP (Propano/Butano);Manhã;Q3 CK - Gases;4:00;;4,1;2,283333333;3,283333333;3,54;49;KM;;;;;SANTO ANDRE;-23,6737;-46,5432;BARUERI;-23,5057;-46,879
